batch_id,run_id,algo,N,N_bits,M,rep,success,time_sec,factors,status,seed
8,1,classical,4575317,23,0,1,1,0.0,"[2137, 2141]",OK,
8,2,classical,4575317,23,0,2,1,0.0,"[2137, 2141]",OK,
8,3,classical,4575317,23,0,3,1,0.0004830360412597656,"[2137, 2141]",OK,
8,4,classical,4575317,23,0,4,1,0.0,"[2137, 2141]",OK,
8,5,classical,4575317,23,0,5,1,0.0,"[2137, 2141]",OK,
8,6,classical,4575317,23,0,6,1,0.0,"[2137, 2141]",OK,
8,7,classical,4575317,23,0,7,1,0.0,"[2137, 2141]",OK,
8,8,classical,4575317,23,0,8,1,0.0,"[2137, 2141]",OK,
8,9,classical,4575317,23,0,9,1,0.0,"[2137, 2141]",OK,
8,10,classical,4575317,23,0,10,1,0.0,"[2137, 2141]",OK,
8,11,quantum,4575317,23,100,1,1,0.0,"[2141, 2137]",OK,824001.0
8,12,quantum,4575317,23,100,2,1,0.0,"[2137, 2141]",OK,824002.0
8,13,quantum,4575317,23,100,3,1,0.0,"[2137, 2141]",OK,824003.0
8,14,quantum,4575317,23,100,4,1,0.0,"[2141, 2137]",OK,824004.0
8,15,quantum,4575317,23,100,5,1,0.0,"[2137, 2141]",OK,824005.0
8,16,quantum,4575317,23,100,6,1,0.0,"[2141, 2137]",OK,824006.0
8,17,quantum,4575317,23,100,7,1,0.0,"[2137, 2141]",OK,824007.0
8,18,quantum,4575317,23,100,8,1,0.0,"[2137, 2141]",OK,824008.0
8,19,quantum,4575317,23,100,9,1,0.0,"[2137, 2141]",OK,824009.0
8,20,quantum,4575317,23,100,10,1,0.0,"[2137, 2141]",OK,824010.0
8,21,quantum,4575317,23,100,11,1,0.0,"[2141, 2137]",OK,824011.0
8,22,quantum,4575317,23,100,12,1,0.0,"[2137, 2141]",OK,824012.0
8,23,quantum,4575317,23,100,13,1,0.0,"[2137, 2141]",OK,824013.0
8,24,quantum,4575317,23,100,14,1,0.0,"[2137, 2141]",OK,824014.0
8,25,quantum,4575317,23,100,15,1,0.0,"[2141, 2137]",OK,824015.0
8,26,quantum,4575317,23,100,16,1,0.0,"[2137, 2141]",OK,824016.0
8,27,quantum,4575317,23,100,17,1,0.0,"[2137, 2141]",OK,824017.0
8,28,quantum,4575317,23,100,18,1,0.0,"[2137, 2141]",OK,824018.0
8,29,quantum,4575317,23,100,19,1,0.0,"[2141, 2137]",OK,824019.0
8,30,quantum,4575317,23,100,20,1,0.0,"[2141, 2137]",OK,824020.0
8,31,quantum,4575317,23,100,21,1,0.0,"[2137, 2141]",OK,824021.0
8,32,quantum,4575317,23,100,22,1,0.0,"[2137, 2141]",OK,824022.0
8,33,quantum,4575317,23,100,23,1,0.0,"[2137, 2141]",OK,824023.0
