n_bits,N,p_true,q_true,M_shots,rep,success,attempts,time_sec,qubits_used,method,factors_found
6,35,5,7,100,1,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,2,1,5,0.14940595626831055,0,gcd_luck,"[5, 7]"
6,35,5,7,100,3,1,4,0.11653375625610352,0,gcd_luck,"[5, 7]"
6,35,5,7,100,4,1,2,0.03620100021362305,0,gcd_luck,"[5, 7]"
6,35,5,7,100,5,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,6,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,7,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,8,1,3,0.07437705993652344,0,gcd_luck,"[5, 7]"
6,35,5,7,100,9,1,4,0.12129616737365723,0,gcd_luck,"[5, 7]"
6,35,5,7,100,10,1,3,0.08516168594360352,0,gcd_luck,"[5, 7]"
6,35,5,7,100,11,1,2,0.0416567325592041,0,gcd_luck,"[5, 7]"
6,35,5,7,100,12,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,13,1,6,0.20538973808288574,0,gcd_luck,"[5, 7]"
6,35,5,7,100,14,1,2,0.041396379470825195,0,gcd_luck,"[5, 7]"
6,35,5,7,100,15,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,16,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,17,1,2,0.04352760314941406,0,gcd_luck,"[5, 7]"
6,35,5,7,100,18,1,2,0.04633474349975586,0,gcd_luck,"[5, 7]"
6,35,5,7,100,19,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,20,1,3,0.08817434310913086,0,gcd_luck,"[5, 7]"
6,35,5,7,100,21,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,22,1,8,0.43869519233703613,0,gcd_luck,"[5, 7]"
6,35,5,7,100,23,1,2,0.04384946823120117,0,gcd_luck,"[5, 7]"
6,35,5,7,100,24,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,25,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,26,1,2,0.0412898063659668,0,gcd_luck,"[5, 7]"
6,35,5,7,100,27,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,28,1,2,0.03809380531311035,0,gcd_luck,"[5, 7]"
6,35,5,7,100,29,1,2,0.03815007209777832,0,gcd_luck,"[5, 7]"
6,35,5,7,100,30,1,1,0.03571605682373047,18,quantum,"[5, 7]"
6,35,5,7,100,31,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,32,1,4,0.11276555061340332,0,gcd_luck,"[5, 7]"
6,35,5,7,100,33,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,34,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,35,1,2,0.03748178482055664,0,gcd_luck,"[5, 7]"
6,35,5,7,100,36,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,37,1,6,0.2102494239807129,0,gcd_luck,"[5, 7]"
6,35,5,7,100,38,1,2,0.03773975372314453,0,gcd_luck,"[5, 7]"
6,35,5,7,100,39,1,2,0.03759145736694336,0,gcd_luck,"[5, 7]"
6,35,5,7,100,40,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,41,1,2,0.03953409194946289,0,gcd_luck,"[5, 7]"
6,35,5,7,100,42,1,2,0.04027152061462402,0,gcd_luck,"[5, 7]"
6,35,5,7,100,43,1,3,0.07318234443664551,0,gcd_luck,"[5, 7]"
6,35,5,7,100,44,1,2,0.03511452674865723,0,gcd_luck,"[5, 7]"
6,35,5,7,100,45,1,10,0.32210826873779297,0,gcd_luck,"[5, 7]"
6,35,5,7,100,46,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,47,1,2,0.03654360771179199,0,gcd_luck,"[5, 7]"
6,35,5,7,100,48,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,100,49,1,5,0.14486122131347656,0,gcd_luck,"[5, 7]"
6,35,5,7,100,50,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,1,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,2,1,6,0.22845864295959473,18,quantum,"[5, 7]"
6,35,5,7,500,3,1,2,0.04025983810424805,0,gcd_luck,"[5, 7]"
6,35,5,7,500,4,1,7,0.22747135162353516,0,gcd_luck,"[5, 7]"
6,35,5,7,500,5,1,2,0.03839445114135742,0,gcd_luck,"[5, 7]"
6,35,5,7,500,6,1,2,0.039682865142822266,0,gcd_luck,"[5, 7]"
6,35,5,7,500,7,1,2,0.07296299934387207,18,quantum,"[5, 7]"
6,35,5,7,500,8,1,2,0.03835415840148926,0,gcd_luck,"[5, 7]"
6,35,5,7,500,9,1,2,0.03972578048706055,0,gcd_luck,"[5, 7]"
6,35,5,7,500,10,1,3,0.07445120811462402,0,gcd_luck,"[5, 7]"
6,35,5,7,500,11,1,3,0.07458829879760742,0,gcd_luck,"[5, 7]"
6,35,5,7,500,12,1,4,0.11329221725463867,0,gcd_luck,"[5, 7]"
6,35,5,7,500,13,1,2,0.0401151180267334,0,gcd_luck,"[5, 7]"
6,35,5,7,500,14,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,15,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,16,1,3,0.07475018501281738,0,gcd_luck,"[5, 7]"
6,35,5,7,500,17,1,8,0.2669823169708252,0,gcd_luck,"[5, 7]"
6,35,5,7,500,18,1,4,0.11416912078857422,0,gcd_luck,"[5, 7]"
6,35,5,7,500,19,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,20,1,2,0.036719322204589844,0,gcd_luck,"[5, 7]"
6,35,5,7,500,21,0,10,0.37840986251831055,18,failed,[]
6,35,5,7,500,22,1,2,0.03825640678405762,0,gcd_luck,"[5, 7]"
6,35,5,7,500,23,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,24,1,2,0.03732609748840332,0,gcd_luck,"[5, 7]"
6,35,5,7,500,25,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,26,1,3,0.07514810562133789,0,gcd_luck,"[5, 7]"
6,35,5,7,500,27,1,4,0.11377358436584473,0,gcd_luck,"[5, 7]"
6,35,5,7,500,28,1,2,0.03839516639709473,0,gcd_luck,"[5, 7]"
6,35,5,7,500,29,1,6,0.1859571933746338,0,gcd_luck,"[5, 7]"
6,35,5,7,500,30,1,2,0.03692436218261719,0,gcd_luck,"[5, 7]"
6,35,5,7,500,31,1,2,0.038099050521850586,0,gcd_luck,"[5, 7]"
6,35,5,7,500,32,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,33,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,34,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,35,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,36,1,4,0.11652183532714844,0,gcd_luck,"[5, 7]"
6,35,5,7,500,37,1,6,0.1890716552734375,0,gcd_luck,"[5, 7]"
6,35,5,7,500,38,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,39,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,500,40,1,7,0.2332310676574707,0,gcd_luck,"[5, 7]"
6,35,5,7,500,41,1,3,0.07174420356750488,0,gcd_luck,"[5, 7]"
6,35,5,7,500,42,1,2,0.038279056549072266,0,gcd_luck,"[5, 7]"
6,35,5,7,500,43,1,2,0.0402681827545166,0,gcd_luck,"[5, 7]"
6,35,5,7,500,44,1,4,0.11195802688598633,0,gcd_luck,"[5, 7]"
6,35,5,7,500,45,1,2,0.039880990982055664,0,gcd_luck,"[5, 7]"
6,35,5,7,500,46,0,10,0.3772592544555664,18,failed,[]
6,35,5,7,500,47,1,2,0.03933835029602051,0,gcd_luck,"[5, 7]"
6,35,5,7,500,48,1,5,0.14854121208190918,0,gcd_luck,"[5, 7]"
6,35,5,7,500,49,1,2,0.040307044982910156,0,gcd_luck,"[5, 7]"
6,35,5,7,500,50,1,6,0.18654847145080566,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,1,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,2,1,2,0.04127955436706543,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,3,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,4,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,5,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,6,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,7,1,4,0.16411685943603516,18,quantum,"[5, 7]"
6,35,5,7,1024,8,1,3,0.08555173873901367,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,9,1,3,0.08012914657592773,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,10,1,4,0.12295746803283691,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,11,1,1,0.039392709732055664,18,quantum,"[5, 7]"
6,35,5,7,1024,12,1,2,0.04118204116821289,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,13,1,2,0.0830390453338623,18,quantum,"[5, 7]"
6,35,5,7,1024,14,1,4,0.12796592712402344,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,15,1,2,0.040717363357543945,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,16,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,17,1,2,0.04178762435913086,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,18,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,19,1,5,0.17513275146484375,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,20,1,2,0.042836904525756836,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,21,1,3,0.08575105667114258,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,22,1,3,0.08629727363586426,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,23,1,2,0.08692526817321777,18,quantum,"[5, 7]"
6,35,5,7,1024,24,1,3,0.08438515663146973,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,25,1,2,0.03825640678405762,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,26,1,2,0.04018545150756836,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,27,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,28,1,3,0.12760663032531738,18,quantum,"[5, 7]"
6,35,5,7,1024,29,1,5,0.16755175590515137,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,30,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,31,1,2,0.04192543029785156,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,32,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,33,1,5,0.1605849266052246,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,34,1,2,0.041054487228393555,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,35,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,36,1,2,0.04195117950439453,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,37,1,3,0.0828096866607666,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,38,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,39,1,8,0.2868199348449707,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,40,1,1,0.002025604248046875,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,41,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,42,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,43,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,44,1,3,0.08007311820983887,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,45,1,4,0.12396049499511719,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,46,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,47,1,2,0.041277408599853516,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,48,1,7,0.247544527053833,0,gcd_luck,"[5, 7]"
6,35,5,7,1024,49,1,1,0.04095935821533203,18,quantum,"[5, 7]"
6,35,5,7,1024,50,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,1,1,5,0.1811201572418213,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,2,1,1,0.04605364799499512,18,quantum,"[5, 7]"
6,35,5,7,2048,3,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,4,1,6,0.23381280899047852,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,5,1,1,0.04960823059082031,18,quantum,"[5, 7]"
6,35,5,7,2048,6,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,7,1,2,0.09487128257751465,18,quantum,"[5, 7]"
6,35,5,7,2048,8,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,9,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,10,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,11,1,3,0.09582018852233887,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,12,1,5,0.18358230590820312,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,13,1,2,0.04597187042236328,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,14,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,15,1,3,0.0912771224975586,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,16,1,4,0.14047813415527344,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,17,1,2,0.04644656181335449,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,18,1,5,0.1829218864440918,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,19,1,4,0.14026880264282227,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,20,1,3,0.09563708305358887,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,21,1,3,0.09515523910522461,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,22,1,3,0.13989996910095215,18,quantum,"[5, 7]"
6,35,5,7,2048,23,1,3,0.13812589645385742,18,quantum,"[5, 7]"
6,35,5,7,2048,24,1,6,0.23228168487548828,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,25,1,2,0.04698801040649414,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,26,1,2,0.04752683639526367,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,27,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,28,1,3,0.13732218742370605,18,quantum,"[5, 7]"
6,35,5,7,2048,29,1,2,0.04533267021179199,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,30,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,31,1,2,0.04880523681640625,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,32,1,3,0.13704633712768555,18,quantum,"[5, 7]"
6,35,5,7,2048,33,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,34,1,5,0.22902703285217285,18,quantum,"[5, 7]"
6,35,5,7,2048,35,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,36,1,1,0.04696178436279297,18,quantum,"[5, 7]"
6,35,5,7,2048,37,1,2,0.04653310775756836,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,38,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,39,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,40,1,2,0.09005427360534668,18,quantum,"[5, 7]"
6,35,5,7,2048,41,1,2,0.045491695404052734,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,42,1,3,0.13560891151428223,18,quantum,"[5, 7]"
6,35,5,7,2048,43,1,1,0.0461268424987793,18,quantum,"[5, 7]"
6,35,5,7,2048,44,1,2,0.04499244689941406,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,45,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,46,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,47,1,1,0.04503154754638672,18,quantum,"[5, 7]"
6,35,5,7,2048,48,1,2,0.04609847068786621,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,49,1,5,0.18252968788146973,0,gcd_luck,"[5, 7]"
6,35,5,7,2048,50,1,2,0.044805288314819336,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,1,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,2,1,1,0.05747866630554199,18,quantum,"[5, 7]"
6,35,5,7,4096,3,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,4,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,5,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,6,1,7,0.39286065101623535,18,quantum,"[5, 7]"
6,35,5,7,4096,7,1,1,0.056290388107299805,18,quantum,"[5, 7]"
6,35,5,7,4096,8,1,1,0.058412790298461914,18,quantum,"[5, 7]"
6,35,5,7,4096,9,1,3,0.11510062217712402,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,10,1,1,0.054933786392211914,18,quantum,"[5, 7]"
6,35,5,7,4096,11,1,3,0.1672194004058838,18,quantum,"[5, 7]"
6,35,5,7,4096,12,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,13,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,14,1,3,0.1631460189819336,18,quantum,"[5, 7]"
6,35,5,7,4096,15,1,2,0.060491085052490234,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,16,1,5,0.2843818664550781,18,quantum,"[5, 7]"
6,35,5,7,4096,17,1,3,0.1730959415435791,18,quantum,"[5, 7]"
6,35,5,7,4096,18,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,19,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,20,1,2,0.05633139610290527,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,21,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,22,1,3,0.11320805549621582,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,23,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,24,1,2,0.05560946464538574,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,25,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,26,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,27,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,28,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,29,1,3,0.11698055267333984,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,30,1,8,0.40203046798706055,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,31,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,32,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,33,1,2,0.059343814849853516,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,34,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,35,1,4,0.1691269874572754,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,36,1,2,0.058413028717041016,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,37,1,2,0.11885380744934082,18,quantum,"[5, 7]"
6,35,5,7,4096,38,1,1,0.055468082427978516,18,quantum,"[5, 7]"
6,35,5,7,4096,39,1,3,0.11258244514465332,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,40,1,3,0.11581158638000488,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,41,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,42,1,5,0.2778644561767578,18,quantum,"[5, 7]"
6,35,5,7,4096,43,1,4,0.17822813987731934,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,44,1,1,0.05801057815551758,18,quantum,"[5, 7]"
6,35,5,7,4096,45,1,3,0.113616943359375,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,46,1,5,0.23199701309204102,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,47,1,4,0.17888879776000977,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,48,1,1,0.05404090881347656,18,quantum,"[5, 7]"
6,35,5,7,4096,49,1,1,0.0,0,gcd_luck,"[5, 7]"
6,35,5,7,4096,50,1,2,0.12348031997680664,18,quantum,"[5, 7]"
7,77,7,11,100,1,1,9,0.29886722564697266,0,gcd_luck,"[7, 11]"
7,77,7,11,100,2,1,2,0.03985023498535156,0,gcd_luck,"[7, 11]"
7,77,7,11,100,3,1,2,0.03883099555969238,0,gcd_luck,"[7, 11]"
7,77,7,11,100,4,1,5,0.14743351936340332,0,gcd_luck,"[7, 11]"
7,77,7,11,100,5,1,2,0.034718990325927734,0,gcd_luck,"[7, 11]"
7,77,7,11,100,6,1,8,0.25697970390319824,0,gcd_luck,"[7, 11]"
7,77,7,11,100,7,1,7,0.2118380069732666,0,gcd_luck,"[7, 11]"
7,77,7,11,100,8,1,8,0.24794292449951172,0,gcd_luck,"[7, 11]"
7,77,7,11,100,9,1,2,0.03802299499511719,0,gcd_luck,"[7, 11]"
7,77,7,11,100,10,1,5,0.1394968032836914,0,gcd_luck,"[7, 11]"
7,77,7,11,100,11,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,12,1,8,0.25414609909057617,0,gcd_luck,"[7, 11]"
7,77,7,11,100,13,1,3,0.0762789249420166,0,gcd_luck,"[7, 11]"
7,77,7,11,100,14,1,3,0.07410955429077148,0,gcd_luck,"[7, 11]"
7,77,7,11,100,15,1,7,0.22699499130249023,0,gcd_luck,"[7, 11]"
7,77,7,11,100,16,1,6,0.1771988868713379,0,gcd_luck,"[7, 11]"
7,77,7,11,100,17,0,10,0.3524513244628906,19,failed,[]
7,77,7,11,100,18,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,19,1,2,0.035567522048950195,0,gcd_luck,"[7, 11]"
7,77,7,11,100,20,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,21,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,22,1,4,0.10750102996826172,0,gcd_luck,"[7, 11]"
7,77,7,11,100,23,0,10,0.35185694694519043,19,failed,[]
7,77,7,11,100,24,1,4,0.10364127159118652,0,gcd_luck,"[7, 11]"
7,77,7,11,100,25,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,26,1,5,0.14470505714416504,0,gcd_luck,"[7, 11]"
7,77,7,11,100,27,1,3,0.07271122932434082,0,gcd_luck,"[7, 11]"
7,77,7,11,100,28,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,29,1,9,0.2891063690185547,0,gcd_luck,"[7, 11]"
7,77,7,11,100,30,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,31,1,4,0.1094207763671875,0,gcd_luck,"[7, 11]"
7,77,7,11,100,32,1,9,0.2839059829711914,0,gcd_luck,"[7, 11]"
7,77,7,11,100,33,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,34,1,5,0.1436002254486084,0,gcd_luck,"[7, 11]"
7,77,7,11,100,35,0,10,0.3510253429412842,19,failed,[]
7,77,7,11,100,36,1,1,0.000978708267211914,0,gcd_luck,"[7, 11]"
7,77,7,11,100,37,1,7,0.21177387237548828,0,gcd_luck,"[7, 11]"
7,77,7,11,100,38,1,2,0.03822731971740723,0,gcd_luck,"[7, 11]"
7,77,7,11,100,39,1,3,0.0704503059387207,0,gcd_luck,"[7, 11]"
7,77,7,11,100,40,1,3,0.07048678398132324,0,gcd_luck,"[7, 11]"
7,77,7,11,100,41,1,6,0.1853346824645996,0,gcd_luck,"[7, 11]"
7,77,7,11,100,42,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,43,1,9,0.28928279876708984,0,gcd_luck,"[7, 11]"
7,77,7,11,100,44,0,10,0.3598368167877197,19,failed,[]
7,77,7,11,100,45,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,46,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,100,47,1,4,0.1089487075805664,0,gcd_luck,"[7, 11]"
7,77,7,11,100,48,1,3,0.06925487518310547,0,gcd_luck,"[7, 11]"
7,77,7,11,100,49,1,4,0.10429978370666504,0,gcd_luck,"[7, 11]"
7,77,7,11,100,50,1,2,0.03695225715637207,0,gcd_luck,"[7, 11]"
7,77,7,11,500,1,1,2,0.03719615936279297,0,gcd_luck,"[7, 11]"
7,77,7,11,500,2,1,8,0.2602827548980713,0,gcd_luck,"[7, 11]"
7,77,7,11,500,3,1,3,0.07619142532348633,0,gcd_luck,"[7, 11]"
7,77,7,11,500,4,1,2,0.036916494369506836,0,gcd_luck,"[7, 11]"
7,77,7,11,500,5,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,6,1,6,0.18817615509033203,0,gcd_luck,"[7, 11]"
7,77,7,11,500,7,1,2,0.03805875778198242,0,gcd_luck,"[7, 11]"
7,77,7,11,500,8,1,4,0.11294007301330566,0,gcd_luck,"[7, 11]"
7,77,7,11,500,9,1,2,0.03441309928894043,0,gcd_luck,"[7, 11]"
7,77,7,11,500,10,1,3,0.07302260398864746,0,gcd_luck,"[7, 11]"
7,77,7,11,500,11,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,12,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,13,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,14,1,1,0.03612041473388672,19,quantum,"[7, 11]"
7,77,7,11,500,15,1,3,0.07538962364196777,0,gcd_luck,"[7, 11]"
7,77,7,11,500,16,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,17,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,18,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,19,1,2,0.03641152381896973,0,gcd_luck,"[7, 11]"
7,77,7,11,500,20,1,3,0.07701301574707031,0,gcd_luck,"[7, 11]"
7,77,7,11,500,21,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,22,1,2,0.041356801986694336,0,gcd_luck,"[7, 11]"
7,77,7,11,500,23,1,4,0.10651803016662598,0,gcd_luck,"[7, 11]"
7,77,7,11,500,24,1,2,0.03589439392089844,0,gcd_luck,"[7, 11]"
7,77,7,11,500,25,1,10,0.33812570571899414,0,gcd_luck,"[7, 11]"
7,77,7,11,500,26,1,2,0.03815174102783203,0,gcd_luck,"[7, 11]"
7,77,7,11,500,27,1,2,0.03444266319274902,0,gcd_luck,"[7, 11]"
7,77,7,11,500,28,1,6,0.185563325881958,0,gcd_luck,"[7, 11]"
7,77,7,11,500,29,1,3,0.07118368148803711,0,gcd_luck,"[7, 11]"
7,77,7,11,500,30,1,1,0.0,0,gcd_luck,"[7, 11]"
7,77,7,11,500,31,1,4,0.11446261405944824,0,gcd_luck,"[7, 11]"
7,77,7,11,500,32,1,8,0.2597639560699463,0,gcd_luck,"[7, 11]"
7,77,7,11,500,33,1,7,0.22154712677001953,0,gcd_luck,"[7, 11]"
7,77,7,11,500,34,1,3,0.07577013969421387,0,gcd_luck,"[7, 11]"
7,77,7,11,500,35,1,4,0.11168050765991211,0,gcd_luck,"[7, 11]"
7,77,7,11,500,36,1,5,0.14883804321289062,0,gcd_luck,"[7, 11]"
