batch_id,run_id,algo,N,N_bits,M,rep,success,time_sec,factors,status,seed,hw_backend,hw_qubits,quantum_seconds,job_id
5,1,classical,47648246035927,46,0,1,1,0.6328682899475098,"[4837379, 9850013]",OK,,,,0.0,
5,2,classical,47648246035927,46,0,2,1,0.41217970848083496,"[4837379, 9850013]",OK,,,,0.0,
5,3,classical,47648246035927,46,0,3,1,0.4210646152496338,"[4837379, 9850013]",OK,,,,0.0,
5,4,classical,47648246035927,46,0,4,1,0.41040945053100586,"[4837379, 9850013]",OK,,,,0.0,
5,5,classical,47648246035927,46,0,5,1,0.4079720973968506,"[4837379, 9850013]",OK,,,,0.0,
5,6,classical,47648246035927,46,0,6,1,0.4258992671966553,"[4837379, 9850013]",OK,,,,0.0,
5,7,classical,47648246035927,46,0,7,1,0.41190457344055176,"[4837379, 9850013]",OK,,,,0.0,
5,8,classical,47648246035927,46,0,8,1,0.42656660079956055,"[4837379, 9850013]",OK,,,,0.0,
5,9,classical,47648246035927,46,0,9,1,0.4116537570953369,"[4837379, 9850013]",OK,,,,0.0,
5,10,classical,47648246035927,46,0,10,1,0.40903639793395996,"[4837379, 9850013]",OK,,,,0.0,
5,14,classical,66993870164297,46,0,1,1,0.5099329948425293,"[5904827, 11345611]",OK,,,,0.0,
5,15,classical,66993870164297,46,0,2,1,0.5317859649658203,"[5904827, 11345611]",OK,,,,0.0,
5,16,classical,66993870164297,46,0,3,1,0.9237661361694336,"[5904827, 11345611]",OK,,,,0.0,
5,17,classical,66993870164297,46,0,4,1,0.9135947227478027,"[5904827, 11345611]",OK,,,,0.0,
5,18,classical,66993870164297,46,0,5,1,0.7899293899536133,"[5904827, 11345611]",OK,,,,0.0,
5,19,classical,66993870164297,46,0,6,1,0.5121166706085205,"[5904827, 11345611]",OK,,,,0.0,
5,20,classical,66993870164297,46,0,7,1,0.5117795467376709,"[5904827, 11345611]",OK,,,,0.0,
5,21,classical,66993870164297,46,0,8,1,0.5127890110015869,"[5904827, 11345611]",OK,,,,0.0,
5,22,classical,66993870164297,46,0,9,1,0.5093052387237549,"[5904827, 11345611]",OK,,,,0.0,
5,23,classical,66993870164297,46,0,10,1,0.5109925270080566,"[5904827, 11345611]",OK,,,,0.0,
5,27,classical,150733620626689,48,0,1,1,0.9368245601654053,"[10778791, 13984279]",OK,,,,0.0,
5,28,classical,150733620626689,48,0,2,1,0.9316184520721436,"[10778791, 13984279]",OK,,,,0.0,
5,29,classical,150733620626689,48,0,3,1,0.93355393409729,"[10778791, 13984279]",OK,,,,0.0,
5,30,classical,150733620626689,48,0,4,1,0.9315359592437744,"[10778791, 13984279]",OK,,,,0.0,
5,31,classical,150733620626689,48,0,5,1,0.919304370880127,"[10778791, 13984279]",OK,,,,0.0,
5,32,classical,150733620626689,48,0,6,1,1.2088193893432617,"[10778791, 13984279]",OK,,,,0.0,
5,33,classical,150733620626689,48,0,7,1,1.6867859363555908,"[10778791, 13984279]",OK,,,,0.0,
5,34,classical,150733620626689,48,0,8,1,1.0493137836456299,"[10778791, 13984279]",OK,,,,0.0,
5,35,classical,150733620626689,48,0,9,1,0.9411675930023193,"[10778791, 13984279]",OK,,,,0.0,
5,36,classical,150733620626689,48,0,10,1,0.930112361907959,"[10778791, 13984279]",OK,,,,0.0,
5,40,classical,15736834907957,44,0,1,1,0.09923458099365234,"[1157669, 13593553]",OK,,,,0.0,
5,41,classical,15736834907957,44,0,2,1,0.0974586009979248,"[1157669, 13593553]",OK,,,,0.0,
5,42,classical,15736834907957,44,0,3,1,0.09816241264343262,"[1157669, 13593553]",OK,,,,0.0,
5,43,classical,15736834907957,44,0,4,1,0.09919118881225586,"[1157669, 13593553]",OK,,,,0.0,
5,44,classical,15736834907957,44,0,5,1,0.09737992286682129,"[1157669, 13593553]",OK,,,,0.0,
5,45,classical,15736834907957,44,0,6,1,0.11254119873046875,"[1157669, 13593553]",OK,,,,0.0,
5,46,classical,15736834907957,44,0,7,1,0.09772062301635742,"[1157669, 13593553]",OK,,,,0.0,
5,47,classical,15736834907957,44,0,8,1,0.10097432136535645,"[1157669, 13593553]",OK,,,,0.0,
5,48,classical,15736834907957,44,0,9,1,0.09793353080749512,"[1157669, 13593553]",OK,,,,0.0,
5,49,classical,15736834907957,44,0,10,1,0.09756684303283691,"[1157669, 13593553]",OK,,,,0.0,
5,53,classical,13464882952141,44,0,1,1,0.09977078437805176,"[1113149, 12096209]",OK,,,,0.0,
5,54,classical,13464882952141,44,0,2,1,0.09592199325561523,"[1113149, 12096209]",OK,,,,0.0,
5,55,classical,13464882952141,44,0,3,1,0.09982585906982422,"[1113149, 12096209]",OK,,,,0.0,
5,56,classical,13464882952141,44,0,4,1,0.10284709930419922,"[1113149, 12096209]",OK,,,,0.0,
5,57,classical,13464882952141,44,0,5,1,0.10286664962768555,"[1113149, 12096209]",OK,,,,0.0,
5,58,classical,13464882952141,44,0,6,1,0.09588503837585449,"[1113149, 12096209]",OK,,,,0.0,
5,59,classical,13464882952141,44,0,7,1,0.09593629837036133,"[1113149, 12096209]",OK,,,,0.0,
5,60,classical,13464882952141,44,0,8,1,0.0959165096282959,"[1113149, 12096209]",OK,,,,0.0,
5,61,classical,13464882952141,44,0,9,1,0.11736679077148438,"[1113149, 12096209]",OK,,,,0.0,
5,62,classical,13464882952141,44,0,10,1,0.1656503677368164,"[1113149, 12096209]",OK,,,,0.0,
5,66,classical,40883331504811,46,0,1,1,0.4590623378753662,"[5176849, 7897339]",OK,,,,0.0,
5,67,classical,40883331504811,46,0,2,1,0.4469568729400635,"[5176849, 7897339]",OK,,,,0.0,
5,68,classical,40883331504811,46,0,3,1,0.4414939880371094,"[5176849, 7897339]",OK,,,,0.0,
5,69,classical,40883331504811,46,0,4,1,0.4571530818939209,"[5176849, 7897339]",OK,,,,0.0,
5,70,classical,40883331504811,46,0,5,1,0.44517064094543457,"[5176849, 7897339]",OK,,,,0.0,
5,71,classical,40883331504811,46,0,6,1,0.45739150047302246,"[5176849, 7897339]",OK,,,,0.0,
5,72,classical,40883331504811,46,0,7,1,0.4466104507446289,"[5176849, 7897339]",OK,,,,0.0,
5,73,classical,40883331504811,46,0,8,1,0.45571470260620117,"[5176849, 7897339]",OK,,,,0.0,
5,74,classical,40883331504811,46,0,9,1,0.4476940631866455,"[5176849, 7897339]",OK,,,,0.0,
