batch_id,run_id,algo,N,N_bits,M,rep,success,time_sec,factors,status,seed
6,1,classical,2362333,22,0,1,1,0.0,"[1531, 1543]",OK,
6,2,classical,2362333,22,0,2,1,0.0,"[1531, 1543]",OK,
6,3,classical,2362333,22,0,3,1,0.0,"[1531, 1543]",OK,
6,4,classical,2362333,22,0,4,1,0.0,"[1531, 1543]",OK,
6,5,classical,2362333,22,0,5,1,0.0,"[1531, 1543]",OK,
6,6,classical,2362333,22,0,6,1,0.0,"[1531, 1543]",OK,
6,7,classical,2362333,22,0,7,1,0.0,"[1531, 1543]",OK,
6,8,classical,2362333,22,0,8,1,0.0,"[1531, 1543]",OK,
6,9,classical,2362333,22,0,9,1,0.0,"[1531, 1543]",OK,
6,10,classical,2362333,22,0,10,1,0.0,"[1531, 1543]",OK,
6,11,quantum,2362333,22,100,1,1,0.0,"[1543, 1531]",OK,623001.0
6,12,quantum,2362333,22,100,2,1,0.0,"[1531, 1543]",OK,623002.0
6,13,quantum,2362333,22,100,3,1,0.0,"[1543, 1531]",OK,623003.0
6,14,quantum,2362333,22,100,4,1,0.0,"[1531, 1543]",OK,623004.0
6,15,quantum,2362333,22,100,5,1,0.0,"[1531, 1543]",OK,623005.0
6,16,quantum,2362333,22,100,6,1,0.0,"[1543, 1531]",OK,623006.0
6,17,quantum,2362333,22,100,7,1,0.0,"[1531, 1543]",OK,623007.0
6,18,quantum,2362333,22,100,8,1,0.0,"[1543, 1531]",OK,623008.0
6,19,quantum,2362333,22,100,9,1,0.0,"[1531, 1543]",OK,623009.0
6,20,quantum,2362333,22,100,10,1,0.0,"[1543, 1531]",OK,623010.0
6,21,quantum,2362333,22,100,11,1,0.0,"[1543, 1531]",OK,623011.0
6,22,quantum,2362333,22,100,12,1,0.0,"[1531, 1543]",OK,623012.0
6,23,quantum,2362333,22,100,13,1,0.0,"[1543, 1531]",OK,623013.0
6,24,quantum,2362333,22,100,14,1,0.0,"[1543, 1531]",OK,623014.0
6,25,quantum,2362333,22,100,15,1,0.0,"[1543, 1531]",OK,623015.0
6,26,quantum,2362333,22,100,16,1,0.0,"[1543, 1531]",OK,623016.0
6,27,quantum,2362333,22,100,17,1,0.0,"[1543, 1531]",OK,623017.0
6,28,quantum,2362333,22,100,18,1,0.0,"[1543, 1531]",OK,623018.0
6,29,quantum,2362333,22,100,19,1,0.0,"[1531, 1543]",OK,623019.0
6,30,quantum,2362333,22,100,20,1,0.0,"[1531, 1543]",OK,623020.0
6,31,quantum,2362333,22,100,21,1,0.0,"[1543, 1531]",OK,623021.0
6,32,quantum,2362333,22,100,22,1,0.0,"[1531, 1543]",OK,623022.0
6,33,quantum,2362333,22,100,23,1,0.0,"[1543, 1531]",OK,623023.0
6,34,quantum,2362333,22,100,24,1,0.0,"[1531, 1543]",OK,623024.0
6,35,quantum,2362333,22,100,25,1,0.0,"[1531, 1543]",OK,623025.0
6,36,quantum,2362333,22,500,1,1,0.0,"[1543, 1531]",OK,627001.0
6,37,quantum,2362333,22,500,2,1,0.0,"[1543, 1531]",OK,627002.0
6,38,quantum,2362333,22,500,3,1,0.0,"[1531, 1543]",OK,627003.0
6,39,quantum,2362333,22,500,4,1,0.0,"[1543, 1531]",OK,627004.0
6,40,quantum,2362333,22,500,5,1,0.0,"[1531, 1543]",OK,627005.0
6,41,quantum,2362333,22,500,6,1,0.0,"[1543, 1531]",OK,627006.0
6,42,quantum,2362333,22,500,7,1,0.0,"[1531, 1543]",OK,627007.0
6,43,quantum,2362333,22,500,8,1,0.0,"[1543, 1531]",OK,627008.0
6,44,quantum,2362333,22,500,9,1,0.0,"[1531, 1543]",OK,627009.0
6,45,quantum,2362333,22,500,10,1,0.0,"[1531, 1543]",OK,627010.0
6,46,quantum,2362333,22,500,11,1,0.0,"[1531, 1543]",OK,627011.0
6,47,quantum,2362333,22,500,12,1,0.0,"[1543, 1531]",OK,627012.0
6,48,quantum,2362333,22,500,13,1,0.0,"[1543, 1531]",OK,627013.0
6,49,quantum,2362333,22,500,14,1,0.0,"[1531, 1543]",OK,627014.0
6,50,quantum,2362333,22,500,15,1,0.0,"[1531, 1543]",OK,627015.0
6,51,quantum,2362333,22,500,16,1,0.0,"[1531, 1543]",OK,627016.0
6,52,quantum,2362333,22,500,17,1,0.0,"[1531, 1543]",OK,627017.0
6,53,quantum,2362333,22,500,18,1,0.0,"[1543, 1531]",OK,627018.0
6,54,quantum,2362333,22,500,19,1,0.0,"[1531, 1543]",OK,627019.0
6,55,quantum,2362333,22,500,20,1,0.0,"[1531, 1543]",OK,627020.0
6,56,quantum,2362333,22,500,21,1,0.0,"[1543, 1531]",OK,627021.0
6,57,quantum,2362333,22,500,22,1,0.0,"[1543, 1531]",OK,627022.0
6,58,quantum,2362333,22,500,23,1,0.0,"[1543, 1531]",OK,627023.0
6,59,quantum,2362333,22,500,24,1,0.0,"[1543, 1531]",OK,627024.0
6,60,quantum,2362333,22,500,25,1,0.0,"[1543, 1531]",OK,627025.0
6,61,quantum,2362333,22,1000,1,1,0.0,"[1543, 1531]",OK,632001.0
6,62,quantum,2362333,22,1000,2,1,0.0,"[1531, 1543]",OK,632002.0
6,63,quantum,2362333,22,1000,3,1,0.0,"[1543, 1531]",OK,632003.0
6,64,quantum,2362333,22,1000,4,1,0.0,"[1531, 1543]",OK,632004.0
6,65,quantum,2362333,22,1000,5,1,0.0,"[1543, 1531]",OK,632005.0
6,66,quantum,2362333,22,1000,6,1,0.0,"[1543, 1531]",OK,632006.0
6,67,quantum,2362333,22,1000,7,1,0.0,"[1543, 1531]",OK,632007.0
6,68,quantum,2362333,22,1000,8,1,0.0,"[1543, 1531]",OK,632008.0
6,69,quantum,2362333,22,1000,9,1,0.0,"[1543, 1531]",OK,632009.0
6,70,quantum,2362333,22,1000,10,1,0.0,"[1543, 1531]",OK,632010.0
6,71,quantum,2362333,22,1000,11,1,0.0,"[1531, 1543]",OK,632011.0
6,72,quantum,2362333,22,1000,12,1,0.0,"[1531, 1543]",OK,632012.0
6,73,quantum,2362333,22,1000,13,1,0.0,"[1543, 1531]",OK,632013.0
6,74,quantum,2362333,22,1000,14,1,0.0,"[1531, 1543]",OK,632014.0
6,75,quantum,2362333,22,1000,15,1,0.0,"[1531, 1543]",OK,632015.0
6,76,quantum,2362333,22,1000,16,1,0.0,"[1531, 1543]",OK,632016.0
6,77,quantum,2362333,22,1000,17,1,0.0,"[1543, 1531]",OK,632017.0
6,78,quantum,2362333,22,1000,18,1,0.0,"[1531, 1543]",OK,632018.0
6,79,quantum,2362333,22,1000,19,1,0.0,"[1531, 1543]",OK,632019.0
6,80,quantum,2362333,22,1000,20,1,0.0,"[1543, 1531]",OK,632020.0
6,81,quantum,2362333,22,1000,21,1,0.0,"[1531, 1543]",OK,632021.0
6,82,quantum,2362333,22,1000,22,1,0.0,"[1543, 1531]",OK,632022.0
6,83,quantum,2362333,22,1000,23,1,0.0,"[1531, 1543]",OK,632023.0
6,84,quantum,2362333,22,1000,24,1,0.0,"[1543, 1531]",OK,632024.0
6,85,quantum,2362333,22,1000,25,1,0.0,"[1531, 1543]",OK,632025.0
6,86,quantum,2362333,22,5000,1,1,0.0,"[1543, 1531]",OK,672001.0
6,87,quantum,2362333,22,5000,2,1,0.0,"[1531, 1543]",OK,672002.0
6,88,quantum,2362333,22,5000,3,1,0.0,"[1543, 1531]",OK,672003.0
6,89,quantum,2362333,22,5000,4,1,0.0,"[1543, 1531]",OK,672004.0
6,90,quantum,2362333,22,5000,5,1,0.0,"[1531, 1543]",OK,672005.0
6,91,quantum,2362333,22,5000,6,1,0.0,"[1531, 1543]",OK,672006.0
6,92,quantum,2362333,22,5000,7,1,0.0,"[1531, 1543]",OK,672007.0
6,93,quantum,2362333,22,5000,8,1,0.0,"[1531, 1543]",OK,672008.0
6,94,quantum,2362333,22,5000,9,1,0.0,"[1531, 1543]",OK,672009.0
6,95,quantum,2362333,22,5000,10,1,0.0,"[1543, 1531]",OK,672010.0
6,96,quantum,2362333,22,5000,11,1,0.0,"[1543, 1531]",OK,672011.0
6,97,quantum,2362333,22,5000,12,1,0.0,"[1531, 1543]",OK,672012.0
6,98,quantum,2362333,22,5000,13,1,0.0,"[1543, 1531]",OK,672013.0
6,99,quantum,2362333,22,5000,14,1,0.0,"[1531, 1543]",OK,672014.0
6,100,quantum,2362333,22,5000,15,1,0.0,"[1543, 1531]",OK,672015.0
6,101,quantum,2362333,22,5000,16,1,0.0,"[1531, 1543]",OK,672016.0
6,102,quantum,2362333,22,5000,17,1,0.0,"[1543, 1531]",OK,672017.0
6,103,quantum,2362333,22,5000,18,1,0.00412750244140625,"[1531, 1543]",OK,672018.0
6,104,quantum,2362333,22,5000,19,1,0.0,"[1531, 1543]",OK,672019.0
6,105,quantum,2362333,22,5000,20,1,0.0,"[1543, 1531]",OK,672020.0
6,106,quantum,2362333,22,5000,21,1,0.0,"[1543, 1531]",OK,672021.0
6,107,quantum,2362333,22,5000,22,1,0.0,"[1531, 1543]",OK,672022.0
6,108,quantum,2362333,22,5000,23,1,0.0,"[1543, 1531]",OK,672023.0
6,109,quantum,2362333,22,5000,24,1,0.0,"[1543, 1531]",OK,672024.0
6,110,quantum,2362333,22,5000,25,1,0.0,"[1543, 1531]",OK,672025.0
6,111,classical,2405597,22,0,1,1,0.0,"[1549, 1553]",OK,
6,112,classical,2405597,22,0,2,1,0.0,"[1549, 1553]",OK,
6,113,classical,2405597,22,0,3,1,0.0,"[1549, 1553]",OK,
6,114,classical,2405597,22,0,4,1,0.0,"[1549, 1553]",OK,
6,115,classical,2405597,22,0,5,1,0.0,"[1549, 1553]",OK,
6,116,classical,2405597,22,0,6,1,0.0,"[1549, 1553]",OK,
6,117,classical,2405597,22,0,7,1,0.0,"[1549, 1553]",OK,
6,118,classical,2405597,22,0,8,1,0.0,"[1549, 1553]",OK,
6,119,classical,2405597,22,0,9,1,0.0,"[1549, 1553]",OK,
6,120,classical,2405597,22,0,10,1,0.0,"[1549, 1553]",OK,
6,121,quantum,2405597,22,100,1,1,0.0,"[1549, 1553]",OK,623001.0
6,122,quantum,2405597,22,100,2,1,0.0,"[1553, 1549]",OK,623002.0
6,123,quantum,2405597,22,100,3,1,0.0,"[1549, 1553]",OK,623003.0
6,124,quantum,2405597,22,100,4,1,0.0,"[1549, 1553]",OK,623004.0
6,125,quantum,2405597,22,100,5,1,0.0,"[1553, 1549]",OK,623005.0
6,126,quantum,2405597,22,100,6,1,0.0,"[1553, 1549]",OK,623006.0
6,127,quantum,2405597,22,100,7,1,0.0,"[1553, 1549]",OK,623007.0
6,128,quantum,2405597,22,100,8,1,0.0,"[1553, 1549]",OK,623008.0
6,129,quantum,2405597,22,100,9,1,0.0,"[1549, 1553]",OK,623009.0
6,130,quantum,2405597,22,100,10,1,0.0,"[1553, 1549]",OK,623010.0
6,131,quantum,2405597,22,100,11,1,0.0,"[1553, 1549]",OK,623011.0
6,132,quantum,2405597,22,100,12,1,0.0,"[1553, 1549]",OK,623012.0
6,133,quantum,2405597,22,100,13,1,0.0012390613555908203,"[1549, 1553]",OK,623013.0
6,134,quantum,2405597,22,100,14,1,0.0,"[1549, 1553]",OK,623014.0
6,135,quantum,2405597,22,100,15,1,0.0,"[1553, 1549]",OK,623015.0
6,136,quantum,2405597,22,100,16,1,0.0,"[1553, 1549]",OK,623016.0
6,137,quantum,2405597,22,100,17,1,0.0,"[1549, 1553]",OK,623017.0
6,138,quantum,2405597,22,100,18,1,0.0,"[1549, 1553]",OK,623018.0
6,139,quantum,2405597,22,100,19,1,0.0,"[1553, 1549]",OK,623019.0
6,140,quantum,2405597,22,100,20,1,0.0,"[1553, 1549]",OK,623020.0
6,141,quantum,2405597,22,100,21,1,0.0,"[1553, 1549]",OK,623021.0
6,142,quantum,2405597,22,100,22,1,0.0,"[1549, 1553]",OK,623022.0
6,143,quantum,2405597,22,100,23,1,0.0,"[1549, 1553]",OK,623023.0
6,144,quantum,2405597,22,100,24,1,0.0,"[1553, 1549]",OK,623024.0
6,145,quantum,2405597,22,100,25,1,0.0,"[1549, 1553]",OK,623025.0
6,146,quantum,2405597,22,500,1,1,0.0,"[1549, 1553]",OK,627001.0
6,147,quantum,2405597,22,500,2,1,0.0,"[1549, 1553]",OK,627002.0
6,148,quantum,2405597,22,500,3,1,0.0,"[1549, 1553]",OK,627003.0
6,149,quantum,2405597,22,500,4,1,0.0,"[1553, 1549]",OK,627004.0
6,150,quantum,2405597,22,500,5,1,0.0,"[1553, 1549]",OK,627005.0
6,151,quantum,2405597,22,500,6,1,0.0,"[1549, 1553]",OK,627006.0
6,152,quantum,2405597,22,500,7,1,0.0,"[1553, 1549]",OK,627007.0
6,153,quantum,2405597,22,500,8,1,0.0,"[1549, 1553]",OK,627008.0
6,154,quantum,2405597,22,500,9,1,0.0,"[1553, 1549]",OK,627009.0
6,155,quantum,2405597,22,500,10,1,0.0,"[1553, 1549]",OK,627010.0
6,156,quantum,2405597,22,500,11,1,0.0,"[1549, 1553]",OK,627011.0
6,157,quantum,2405597,22,500,12,1,0.0,"[1549, 1553]",OK,627012.0
6,158,quantum,2405597,22,500,13,1,0.0,"[1549, 1553]",OK,627013.0
6,159,quantum,2405597,22,500,14,1,0.0,"[1549, 1553]",OK,627014.0
6,160,quantum,2405597,22,500,15,1,0.0,"[1549, 1553]",OK,627015.0
6,161,quantum,2405597,22,500,16,1,0.0009903907775878906,"[1549, 1553]",OK,627016.0
6,162,quantum,2405597,22,500,17,1,0.0,"[1553, 1549]",OK,627017.0
6,163,quantum,2405597,22,500,18,1,0.0,"[1549, 1553]",OK,627018.0
6,164,quantum,2405597,22,500,19,1,0.0,"[1553, 1549]",OK,627019.0
6,165,quantum,2405597,22,500,20,1,0.0,"[1549, 1553]",OK,627020.0
6,166,quantum,2405597,22,500,21,1,0.0,"[1553, 1549]",OK,627021.0
6,167,quantum,2405597,22,500,22,1,0.0,"[1549, 1553]",OK,627022.0
6,168,quantum,2405597,22,500,23,1,0.0,"[1549, 1553]",OK,627023.0
6,169,quantum,2405597,22,500,24,1,0.0,"[1553, 1549]",OK,627024.0
6,170,quantum,2405597,22,500,25,1,0.0,"[1553, 1549]",OK,627025.0
6,171,quantum,2405597,22,1000,1,1,0.0,"[1553, 1549]",OK,632001.0
6,172,quantum,2405597,22,1000,2,1,0.0,"[1553, 1549]",OK,632002.0
6,173,quantum,2405597,22,1000,3,1,0.0,"[1549, 1553]",OK,632003.0
6,174,quantum,2405597,22,1000,4,1,0.0,"[1549, 1553]",OK,632004.0
6,175,quantum,2405597,22,1000,5,1,0.0,"[1553, 1549]",OK,632005.0
6,176,quantum,2405597,22,1000,6,1,0.0,"[1549, 1553]",OK,632006.0
6,177,quantum,2405597,22,1000,7,1,0.0,"[1549, 1553]",OK,632007.0
6,178,quantum,2405597,22,1000,8,1,0.0,"[1549, 1553]",OK,632008.0
6,179,quantum,2405597,22,1000,9,1,0.0,"[1549, 1553]",OK,632009.0
6,180,quantum,2405597,22,1000,10,1,0.0,"[1553, 1549]",OK,632010.0
6,181,quantum,2405597,22,1000,11,1,0.0,"[1549, 1553]",OK,632011.0
6,182,quantum,2405597,22,1000,12,1,0.0,"[1549, 1553]",OK,632012.0
6,183,quantum,2405597,22,1000,13,1,0.0,"[1549, 1553]",OK,632013.0
6,184,quantum,2405597,22,1000,14,1,0.0,"[1549, 1553]",OK,632014.0
6,185,quantum,2405597,22,1000,15,1,0.0,"[1549, 1553]",OK,632015.0
6,186,quantum,2405597,22,1000,16,1,0.0,"[1553, 1549]",OK,632016.0
6,187,quantum,2405597,22,1000,17,1,0.0,"[1553, 1549]",OK,632017.0
6,188,quantum,2405597,22,1000,18,1,0.0,"[1553, 1549]",OK,632018.0
6,189,quantum,2405597,22,1000,19,1,0.0,"[1553, 1549]",OK,632019.0
6,190,quantum,2405597,22,1000,20,1,0.0,"[1549, 1553]",OK,632020.0
6,191,quantum,2405597,22,1000,21,1,0.0,"[1553, 1549]",OK,632021.0
6,192,quantum,2405597,22,1000,22,1,0.0,"[1553, 1549]",OK,632022.0
6,193,quantum,2405597,22,1000,23,1,0.0,"[1549, 1553]",OK,632023.0
6,194,quantum,2405597,22,1000,24,1,0.0,"[1549, 1553]",OK,632024.0
6,195,quantum,2405597,22,1000,25,1,0.0,"[1553, 1549]",OK,632025.0
6,196,quantum,2405597,22,5000,1,1,0.0,"[1553, 1549]",OK,672001.0
6,197,quantum,2405597,22,5000,2,1,0.0,"[1553, 1549]",OK,672002.0
6,198,quantum,2405597,22,5000,3,1,0.0,"[1549, 1553]",OK,672003.0
6,199,quantum,2405597,22,5000,4,1,0.0,"[1553, 1549]",OK,672004.0
6,200,quantum,2405597,22,5000,5,1,0.0010073184967041016,"[1553, 1549]",OK,672005.0
6,201,quantum,2405597,22,5000,6,1,0.0,"[1553, 1549]",OK,672006.0
6,202,quantum,2405597,22,5000,7,1,0.0,"[1553, 1549]",OK,672007.0
6,203,quantum,2405597,22,5000,8,1,0.0,"[1549, 1553]",OK,672008.0
6,204,quantum,2405597,22,5000,9,1,0.0,"[1553, 1549]",OK,672009.0
6,205,quantum,2405597,22,5000,10,1,0.0,"[1553, 1549]",OK,672010.0
6,206,quantum,2405597,22,5000,11,1,0.0,"[1553, 1549]",OK,672011.0
6,207,quantum,2405597,22,5000,12,1,0.0,"[1553, 1549]",OK,672012.0
6,208,quantum,2405597,22,5000,13,1,0.0,"[1553, 1549]",OK,672013.0
6,209,quantum,2405597,22,5000,14,1,0.0,"[1549, 1553]",OK,672014.0
6,210,quantum,2405597,22,5000,15,1,0.0,"[1553, 1549]",OK,672015.0
6,211,quantum,2405597,22,5000,16,1,0.0,"[1549, 1553]",OK,672016.0
6,212,quantum,2405597,22,5000,17,1,0.0,"[1549, 1553]",OK,672017.0
6,213,quantum,2405597,22,5000,18,1,0.0,"[1549, 1553]",OK,672018.0
6,214,quantum,2405597,22,5000,19,1,0.0,"[1549, 1553]",OK,672019.0
6,215,quantum,2405597,22,5000,20,1,0.0,"[1553, 1549]",OK,672020.0
6,216,quantum,2405597,22,5000,21,1,0.0,"[1553, 1549]",OK,672021.0
6,217,quantum,2405597,22,5000,22,1,0.0,"[1549, 1553]",OK,672022.0
6,218,quantum,2405597,22,5000,23,1,0.0,"[1553, 1549]",OK,672023.0
6,219,quantum,2405597,22,5000,24,1,0.0,"[1553, 1549]",OK,672024.0
6,220,quantum,2405597,22,5000,25,1,0.0,"[1553, 1549]",OK,672025.0
6,221,classical,2442953,22,0,1,1,0.0,"[1559, 1567]",OK,
6,222,classical,2442953,22,0,2,1,0.0,"[1559, 1567]",OK,
6,223,classical,2442953,22,0,3,1,0.0,"[1559, 1567]",OK,
6,224,classical,2442953,22,0,4,1,0.0009975433349609375,"[1559, 1567]",OK,
6,225,classical,2442953,22,0,5,1,0.0,"[1559, 1567]",OK,
6,226,classical,2442953,22,0,6,1,0.0,"[1559, 1567]",OK,
6,227,classical,2442953,22,0,7,1,0.0,"[1559, 1567]",OK,
6,228,classical,2442953,22,0,8,1,0.0,"[1559, 1567]",OK,
6,229,classical,2442953,22,0,9,1,0.0,"[1559, 1567]",OK,
6,230,classical,2442953,22,0,10,1,0.0,"[1559, 1567]",OK,
6,231,quantum,2442953,22,100,1,1,0.0,"[1567, 1559]",OK,623001.0
6,232,quantum,2442953,22,100,2,1,0.0,"[1567, 1559]",OK,623002.0
6,233,quantum,2442953,22,100,3,1,0.0,"[1567, 1559]",OK,623003.0
6,234,quantum,2442953,22,100,4,1,0.0,"[1559, 1567]",OK,623004.0
6,235,quantum,2442953,22,100,5,1,0.0,"[1567, 1559]",OK,623005.0
6,236,quantum,2442953,22,100,6,1,0.0,"[1559, 1567]",OK,623006.0
6,237,quantum,2442953,22,100,7,1,0.0,"[1567, 1559]",OK,623007.0
6,238,quantum,2442953,22,100,8,1,0.0,"[1567, 1559]",OK,623008.0
6,239,quantum,2442953,22,100,9,1,0.0,"[1559, 1567]",OK,623009.0
6,240,quantum,2442953,22,100,10,1,0.0,"[1567, 1559]",OK,623010.0
6,241,quantum,2442953,22,100,11,1,0.0,"[1567, 1559]",OK,623011.0
6,242,quantum,2442953,22,100,12,1,0.0,"[1559, 1567]",OK,623012.0
6,243,quantum,2442953,22,100,13,1,0.0,"[1567, 1559]",OK,623013.0
6,244,quantum,2442953,22,100,14,1,0.0,"[1559, 1567]",OK,623014.0
6,245,quantum,2442953,22,100,15,1,0.0,"[1567, 1559]",OK,623015.0
6,246,quantum,2442953,22,100,16,1,0.0,"[1559, 1567]",OK,623016.0
6,247,quantum,2442953,22,100,17,1,0.0,"[1559, 1567]",OK,623017.0
6,248,quantum,2442953,22,100,18,1,0.0,"[1559, 1567]",OK,623018.0
6,249,quantum,2442953,22,100,19,1,0.000995635986328125,"[1559, 1567]",OK,623019.0
6,250,quantum,2442953,22,100,20,1,0.0,"[1559, 1567]",OK,623020.0
6,251,quantum,2442953,22,100,21,1,0.0,"[1567, 1559]",OK,623021.0
6,252,quantum,2442953,22,100,22,1,0.0,"[1567, 1559]",OK,623022.0
6,253,quantum,2442953,22,100,23,1,0.0,"[1567, 1559]",OK,623023.0
6,254,quantum,2442953,22,100,24,1,0.0,"[1567, 1559]",OK,623024.0
6,255,quantum,2442953,22,100,25,1,0.0,"[1559, 1567]",OK,623025.0
6,256,quantum,2442953,22,500,1,1,0.0,"[1567, 1559]",OK,627001.0
6,257,quantum,2442953,22,500,2,1,0.0,"[1567, 1559]",OK,627002.0
6,258,quantum,2442953,22,500,3,1,0.0,"[1567, 1559]",OK,627003.0
6,259,quantum,2442953,22,500,4,1,0.0,"[1567, 1559]",OK,627004.0
6,260,quantum,2442953,22,500,5,1,0.0,"[1567, 1559]",OK,627005.0
6,261,quantum,2442953,22,500,6,1,0.0,"[1567, 1559]",OK,627006.0
6,262,quantum,2442953,22,500,7,1,0.0,"[1567, 1559]",OK,627007.0
6,263,quantum,2442953,22,500,8,1,0.0,"[1567, 1559]",OK,627008.0
6,264,quantum,2442953,22,500,9,1,0.0,"[1559, 1567]",OK,627009.0
6,265,quantum,2442953,22,500,10,1,0.0,"[1567, 1559]",OK,627010.0
6,266,quantum,2442953,22,500,11,1,0.0,"[1567, 1559]",OK,627011.0
6,267,quantum,2442953,22,500,12,1,0.0,"[1559, 1567]",OK,627012.0
